0: y0-s6, y2-s6, y4-s6, y6-s6, y8-s6, g0-s7, g2-s7, g1-s0, y1-s5, g4-s7, g3-s0, y3-s5, g6-s7, g5-s0, y5-s5, g8-s7, g7-s0, y7-s5, g9-s0, y9-s5, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
3328: y5-s1->s2, b5-s3->s5, g7-s0, g9-s0, b7-s1->s3, b9-s1, y3-s6, g6-s2->s1, b3-s5->s3, y7-s1, y8-s2, y1-s4, g8-s7, b6-s1, y0-s1, g1-s1, g0-s1, g3-s1, y2-s1, b8-s1, b0-s1, g2-s1, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, 
3329: b7-s1->s3, b5-s3->s5, y3-s6->s4, b6-s1, b9-s1, y0-s1, g1-s1, g0-s1, g3-s1, y2-s1, b8-s1, b0-s1, g2-s1, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s0, y5-s1->s2, b3-s5->s3, g8-s7->s2, g9-s0, y7-s1, g6-s2->s1, y8-s2, y1-s4, 
3330: g7-s0, b5-s5, b6-s1->s0, g6-s2->s1, b3-s5->s3, y3-s6->s4, g9-s0, y0-s1, y1-s4, y8-s2, g1-s1, g0-s1, g3-s1, y2-s1, b8-s1, b0-s1, g2-s1, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g8-s7->s2, b7-s1->s3, b9-s1, y5-s1->s2, y7-s1, 
3331: g7-s0, b9-s1->s3, y0-s1->s5, g6-s2->s1, y3-s6->s4, g8-s7->s2, g9-s0, g1-s1, y5-s2, b7-s3, y1-s4, b5-s5, b6-s1->s0, y7-s1->s2, y8-s2, g0-s1, b3-s3, g3-s1, y2-s1, b8-s1, b0-s1, g2-s1, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, 
3332: g9-s0, y5-s2, y1-s4, y7-s1->s2, b9-s1->s3, y0-s1->s5, g6-s2->s1, y3-s6->s4, g8-s7->s2, g1-s1, y8-s2, g0-s1, g3-s1, y2-s1, b8-s1, b0-s1, g2-s1, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, b7-s3, b3-s3, b5-s5, g7-s0->s1, b6-s1->s0, 
3333: g6-s2->s1, y5-s2->s4, y3-s6->s4, g9-s0, y1-s4, y8-s2, b6-s0, b5-s5, g0-s1, b7-s3, y0-s5, y7-s1->s2, b9-s1->s3, g8-s7->s2, g3-s1, b3-s3, g1-s1, y2-s1, b8-s1, b0-s1, g2-s1, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s0->s1, 
3334: g8-s2, b3-s3, b5-s5, g7-s0->s1, g0-s1->s0, y7-s1->s2, b9-s1->s3, g6-s2->s1, y5-s2->s4, b7-s3->s5, y1-s4->s2, y3-s6->s4, g9-s0, y0-s5, g1-s1, y8-s2, b6-s0, g3-s1, y2-s1, b8-s1, b0-s1, g2-s1, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, 
3335: y1-s4->s2, g9-s0, b5-s5->s3, y3-s6->s4, b6-s0, y2-s1, b3-s3, y0-s5, g0-s1->s0, y7-s1->s2, b9-s1->s3, g6-s2->s1, y5-s2->s4, b7-s3->s5, b8-s1, g1-s1, y8-s2, b0-s1, g3-s1, g8-s2, g2-s1, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, 
3336: g0-s1->s0, y7-s1->s2, y8-s2->s1, y5-s2->s4, b3-s3->s1, b7-s3->s5, y1-s4->s2, y0-s5->s1, y3-s6->s4, g9-s0, y2-s1, g1-s1, g8-s2, b6-s0, b8-s1, g3-s1, b0-s1, g2-s1, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, b5-s5->s3, b9-s1->s3, 
3337: y8-s2->s1, b7-s3->s5, y1-s4->s2, y0-s5->s1, b5-s5->s3, y3-s6->s4, g9-s0, y2-s1, y5-s4, y7-s1->s2, g8-s2, b6-s0, b8-s1, g1-s1, g0-s0, b0-s1, g3-s1, g2-s1, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, b3-s3->s1, b9-s3, 
3338: y7-s1->s2, y2-s1->s5, b3-s3->s1, b5-s5->s3, y3-s6->s4, b8-s1, y1-s2, g1-s1, b0-s1, g3-s1, g2-s1, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, y8-s2->s1, g8-s2, y5-s4, g9-s0, b7-s3->s5, b6-s0, b9-s3, g0-s0, 
3339: b8-s1, y1-s2, b9-s3, y5-s4, g1-s1->s2, y2-s1->s5, y8-s2->s1, b3-s3->s1, b7-s3->s5, b5-s5->s3, b0-s1, y7-s2, y3-s4, g3-s1, g8-s2, g2-s1, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, g9-s0, b6-s0, g0-s0, 
3340: y7-s2, y2-s5, b3-s3->s1, b5-s5->s3, y8-s2->s1, g8-s2, y1-s2, g9-s0, b7-s3->s5, b6-s0, b8-s1, y5-s4, g1-s1->s2, b9-s3, g0-s0, b0-s1, y3-s4, g3-s1, g2-s1, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, 
3341: b3-s3->s1, b5-s5->s3, b6-s0, b7-s3->s5, g0-s0, b0-s1, y5-s4, y2-s5, g9-s0->s1, b8-s1->s0, y8-s2->s1, y7-s2->s4, b9-s3, g2-s1, y3-s4, g8-s2, y9-s1, y1-s2, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, g1-s1->s2, g3-s1, 
3342: y5-s4, y2-s5, g9-s0->s1, y3-s4, b6-s0, b8-s1->s0, g1-s1->s2, y8-s2->s1, y7-s2->s4, b7-s3->s5, b5-s5->s3, g0-s0, b0-s1, g3-s1, g8-s2, b9-s3, g2-s1, y1-s2, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, 
3343: y3-s4, g9-s0->s1, b8-s1->s0, g1-s1->s2, y8-s2->s1, y7-s2->s4, b7-s3->s5, y5-s4->s6, y2-s5->s1, b5-s5->s3, b6-s0, b0-s1, g3-s1, g8-s2, b9-s3, g0-s0, g2-s1, y1-s2, y9-s1, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, 
3344: b7-s5, y8-s2->s1, b9-s3->s5, y3-s4->s2, g2-s1, g8-s2, y9-s1, y1-s2, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, b6-s0, b5-s3, g1-s1->s2, b0-s1->s3, y7-s2->s4, y5-s4->s6, y2-s5->s1, g0-s0, g3-s1, b8-s0, 
3345: g2-s1, b5-s3, y7-s4, g1-s1->s2, b0-s1->s3, g8-s2->s1, b9-s3->s5, y3-s4->s2, y5-s4->s6, b6-s0, y9-s1, g3-s1, y1-s2, g0-s0, y4-s1, b8-s0, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b7-s5, 
3346: y7-s4, b7-s5, g2-s1->s0, g1-s1->s2, b0-s1->s3, g8-s2->s1, b5-s3->s1, y3-s4->s2, y5-s4->s6, b6-s0, y9-s1, g3-s1, y1-s2, g0-s0, y4-s1, b8-s0, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b9-s3->s5, 
3347: g1-s2, y7-s4, g2-s1->s0, g3-s1->s2, b0-s1->s3, g8-s2->s1, b9-s3->s5, y3-s4->s2, y5-s4->s6, y9-s1, y1-s2, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s0, b7-s5, b5-s3->s1, g0-s0, b8-s0, 
3348: b6-s0->s1, g3-s1->s2, b5-s3->s1, g0-s0, b9-s3->s5, y5-s4->s6, b8-s0, y9-s1, g1-s2, y7-s4, b7-s5, g2-s1->s0, b0-s1->s3, g8-s2->s1, y4-s1, y3-s2, y1-s2, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, 
3349: b7-s5, b5-s3->s1, b9-s3->s5, g0-s0, b8-s0, g2-s0, b6-s0->s1, y4-s1, b0-s1->s3, g8-s2->s1, g1-s2->s7, b2-s1, y1-s2, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, g3-s1->s2, y3-s2, y9-s1, y5-s4->s6, y7-s4, 
3350: b0-s3, g8-s2->s1, g1-s2->s7, b5-s3->s1, b9-s3->s5, y5-s4->s6, y1-s2, y7-s4, y3-s2, g0-s0, b8-s0, y4-s1, b7-s5, b6-s0->s1, g3-s1->s2, g2-s0, b2-s1, y9-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, 
3351: b0-s3, b7-s5, g3-s1->s2, g8-s2->s1, b5-s3->s1, b9-s3->s5, y5-s4->s6, g0-s0, y4-s1, y9-s1, y1-s2, y7-s4, b8-s0, b2-s1, y3-s2, g2-s0, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, g1-s2->s7, 
3352: g3-s1->s2, g8-s2->s1, g1-s2->s7, y5-s4->s6, b7-s5->s3, y4-s1, y9-s1, y1-s2, y7-s4, b2-s1, y3-s2, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, b9-s3->s5, b0-s3, g0-s0, b8-s0, g2-s0, 
3353: g3-s1->s2, y5-s4->s6, y9-s1, y7-s4, g0-s0, b7-s5->s3, b8-s0, y1-s2->s1, b9-s3->s5, g2-s0, y3-s2, b0-s3, g1-s2->s7, y4-s1, b2-s1, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, 
3354: b9-s5, y5-s6, g1-s7, g3-s1->s2, y4-s1->s5, y1-s2->s1, b0-s3->s5, y7-s4->s6, b7-s5->s3, g0-s0, b2-s1, y9-s1, y3-s2, b8-s0, b1-s1, g2-s0, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, 
3355: g3-s2, b9-s5, y9-s1->s2, y4-s1->s5, y1-s2->s1, b0-s3->s5, y7-s4->s6, b7-s5->s3, y5-s6->s4, g1-s7->s2, g0-s0, b2-s1, y3-s2, b8-s0, b1-s1, g2-s0, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, 
3356: b9-s5, y9-s1->s2, y1-s2->s1, g3-s2->s7, b0-s3->s5, y7-s4->s6, b7-s5->s3, y5-s6->s4, g1-s7->s2, g0-s0, b2-s1, y4-s5, y3-s2, b8-s0, b1-s1, g2-s0, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, 
3357: y9-s1->s2, y1-s2->s1, b0-s3->s5, y7-s4->s6, b7-s5->s3, y5-s6->s4, g1-s7->s2, b2-s1, y3-s2, b1-s1, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s0->s1, b8-s0, b9-s5, g3-s2->s7, g2-s0, y4-s5, 
3358: b8-s0, g0-s0->s1, b0-s3->s5, g2-s0, b7-s5->s3, y7-s4->s6, b9-s5, y4-s5, y5-s6->s4, b2-s1, y9-s1->s2, y1-s2->s1, b1-s1, y3-s2, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g3-s2->s7, g1-s7->s2, 
3359: b2-s1->s3, y1-s2->s1, b1-s1, y3-s2, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, y5-s6->s4, b8-s0, y4-s5, g0-s0->s1, y9-s1->s2, g3-s2->s7, b0-s3->s5, y7-s4->s6, b7-s5->s3, g1-s7->s2, g2-s0, b9-s5, 
3360: b1-s1, g1-s2, y9-s1->s2, b2-s1->s3, y1-s2->s1, g3-s2->s7, y7-s4->s6, b7-s5->s3, g5-s1, y3-s2, b9-s5, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y5-s6->s4, b8-s0, y4-s5, b0-s3->s5, g2-s0, 
3361: g2-s0, b1-s1, y4-s5, g3-s7, b8-s0->s1, y9-s1->s2, y1-s2->s1, b0-s3->s5, y7-s4->s6, b7-s5->s3, y5-s6->s4, g5-s1, y3-s2, b9-s5, g4-s1, g1-s2, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, b2-s1->s3, 
3362: b7-s3, b8-s0->s1, y9-s1->s2, b2-s1->s3, y3-s2->s1, b0-s3->s5, y7-s4->s6, y4-s5->s1, b9-s5->s3, y5-s6->s4, g3-s7->s2, g2-s0, b1-s1, g1-s2, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, 
3363: b7-s3, y3-s2->s1, y7-s4->s6, y4-s5->s1, b9-s5->s3, b1-s1, g1-s2, g5-s1, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, y9-s2, g2-s0, b8-s0->s1, b2-s1->s3, g3-s7->s2, b0-s5, y5-s6->s4, 
3364: g3-s7->s2, g2-s0, b1-s1->s0, b2-s1->s3, b9-s5->s3, y7-s6, b0-s5, y5-s6->s4, g5-s1, y3-s2->s1, y9-s2->s4, b7-s3->s1, g4-s1, g1-s2, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, 
3365: b2-s3, y9-s2->s4, b7-s3->s1, g3-s7->s2, g2-s0, g5-s1, y5-s4, b0-s5, y7-s6, b1-s1->s0, y3-s2->s1, b9-s5->s3, g4-s1, g1-s2, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, 
3366: b2-s3, y3-s2->s1, g2-s0, g1-s2, y9-s2->s4, b0-s5, b7-s3->s1, b9-s5->s3, g3-s7->s2, g5-s1, y5-s4, y7-s6, b1-s1->s0, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, 
3367: g3-s2, b2-s3, y5-s4, b0-s5, y7-s6, g5-s1->s2, y3-s2->s1, y9-s2->s4, b7-s3->s1, b9-s5->s3, g2-s0, g4-s1, g1-s2, b1-s0, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, 
3368: y5-s4, g5-s1->s2, y3-s2->s1, b7-s3->s1, b2-s3->s5, b9-s5->s3, y7-s6->s4, g2-s0, g4-s1, y9-s4, g1-s2, b0-s5, b1-s0, b4-s1, g3-s2, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, 
3369: y5-s4, g5-s1->s2, y3-s2->s1, b7-s3->s1, b2-s3->s5, b9-s5->s3, y7-s6->s4, g2-s0, g4-s1, y9-s4, g1-s2, b0-s5, b1-s0, b4-s1, g3-s2, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, 
3370: y3-s2->s1, y7-s6->s4, g1-s2, g3-s2, b9-s5->s3, b0-s5, b1-s0, g4-s1, y5-s4, g2-s0->s1, g5-s1->s2, b2-s3->s5, b4-s1, y9-s4, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, 
3371: y7-s6->s4, g4-s1, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, b1-s0, y5-s4, g5-s1->s2, g1-s2->s1, b2-s3->s5, b9-s5->s3, y9-s4, g3-s2, b0-s5, g2-s0->s1, 
3372: g5-s1->s2, b1-s0, g1-s2->s1, b2-s3->s5, y5-s4->s2, b0-s5->s3, y7-s6->s4, b4-s1, b9-s3, y9-s4, g2-s0->s1, g4-s1->s0, g3-s2, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, 
3373: y7-s6->s4, b9-s3->s1, g5-s1->s2, y5-s4->s2, b4-s1, y9-s4->s6, b0-s5->s3, y6-s1, g4-s1->s0, g1-s2->s1, b2-s3->s5, g7-s1, g3-s2, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s0, 
3374: b1-s0->s1, g4-s1->s0, g5-s1->s2, g1-s2->s1, b9-s3->s1, b2-s3->s5, y5-s4->s2, y9-s4->s6, b0-s5->s3, y7-s6->s4, b4-s1, g3-s2, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, 
3375: g5-s2, b1-s0->s1, g1-s2->s1, b9-s3->s1, b2-s3->s5, y5-s4->s2, y9-s4->s6, b0-s5->s3, y7-s6->s4, g4-s0, b4-s1, g3-s2, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, 
3376: g5-s2, b1-s0->s1, g1-s2->s1, b9-s3->s1, b2-s3->s5, y9-s4->s6, b0-s5->s3, y7-s6->s4, g4-s0, y5-s2, g3-s2, b4-s1, y6-s1, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, 
3377: y5-s2, b2-s5, b4-s1->s3, g1-s2->s1, g5-s2->s7, b9-s3->s1, y9-s4->s6, b0-s5->s3, y7-s6->s4, y6-s1, g3-s2, g7-s1, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, g4-s0, 
3378: y5-s2, y7-s4, y6-s1->s5, g1-s2->s1, g5-s2->s7, b9-s3->s1, b0-s5->s3, g4-s0, g7-s1, g3-s2, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b4-s1->s3, b2-s5, y9-s4->s6, 
3379: b0-s5->s3, g7-s1, b4-s1->s3, g3-s2->s1, b2-s5, g6-s1, y5-s2, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, g4-s0->s1, y7-s4, y6-s1->s5, g5-s2->s7, y9-s4->s6, 
3380: b0-s5->s3, y6-s5, y9-s4->s6, b2-s5, g7-s1, g6-s1, y7-s4, b4-s1->s3, g3-s2->s1, g5-s2->s7, y0-s1, y5-s2, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, g4-s0->s1, 
3381: y7-s4, y6-s5, g4-s0->s1, b4-s1->s3, g3-s2->s1, g5-s2->s7, y9-s4->s6, b0-s5->s3, g7-s1, y5-s2, b2-s5, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, 
3382: y6-s5, g3-s2->s1, b2-s5->s3, y5-s2, b0-s3, g6-s1, y7-s4->s2, y9-s4->s6, y0-s1, g5-s7, g7-s1->s2, b4-s1->s3, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, g4-s1, 
3383: b0-s3, y6-s5, y9-s6, g7-s1->s2, g3-s2->s1, y7-s4->s2, b2-s5->s3, g5-s7->s2, b4-s3, y5-s2, g6-s1, y0-s1, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, g4-s1, 
3384: b4-s3, g7-s1->s2, b0-s3->s1, y6-s5, y7-s4->s2, b2-s5->s3, g5-s7->s2, y0-s1, y9-s6, g6-s1->s0, g3-s2->s1, b3-s1, y5-s2, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, g4-s1, 
3385: b4-s3, y6-s5, y9-s6, g7-s1->s2, g3-s2->s1, b0-s3->s1, y7-s4->s2, b2-s5->s3, g5-s7->s2, y0-s1, y5-s2, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, g4-s1, g6-s1->s0, 
3386: y7-s2, y6-s5, g6-s1->s0, g7-s1->s2, g3-s2->s1, b0-s3->s1, b2-s5->s3, y9-s6->s4, y0-s1, y5-s2, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, g4-s1, b4-s3, g5-s7->s2, 
3387: g7-s1->s2, y5-s2->s1, b0-s3->s1, b4-s3->s5, y6-s5->s1, b2-s5->s3, y9-s6->s4, y0-s1, y7-s2, b3-s1, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, g4-s1, g3-s1, g6-s0, g5-s7->s2, 
3388: g6-s0, y0-s1, g5-s2, g7-s1->s2, y5-s2->s1, b0-s3->s1, b4-s3->s5, y6-s5->s1, b2-s5->s3, y9-s6->s4, b3-s1, y7-s2, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, g4-s1, g3-s1, 
3389: y5-s2->s1, b0-s3->s1, b4-s3->s5, b2-s5->s3, g6-s0, y7-s2, g5-s2, y9-s6->s4, b3-s1, g7-s1->s2, g9-s1, y0-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, g4-s1, g3-s1, y6-s1, 
3390: g7-s2, y0-s1->s2, y5-s2->s1, b2-s5->s3, y9-s6->s4, g6-s0, b3-s1, y7-s2, g9-s1, g5-s2, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, g4-s1, g3-s1, y6-s1, b0-s1, b4-s3->s5, 
3391: b3-s1->s0, g7-s2->s7, b4-s3->s5, y9-s6->s4, g9-s1, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, g4-s1, g3-s1, y6-s1, b0-s1, g6-s0->s1, b2-s3, y0-s1->s2, y5-s2->s1, y7-s2, g5-s2, 
3392: g7-s2->s7, b4-s3->s5, y9-s6->s4, y5-s2->s1, y7-s2, g5-s2, g6-s0->s1, g9-s1, b2-s3, b3-s1->s0, y0-s1->s2, y8-s1, y2-s1, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, g4-s1, g3-s1, y6-s1, b0-s1, 
3393: y5-s2->s1, g7-s2->s7, y9-s6->s4, y8-s1, y7-s2, y2-s1, g5-s2, b6-s1, b5-s1, g8-s1, g0-s1, y1-s1, b8-s1, y4-s1, b7-s1, y3-s1, g2-s1, b1-s1, b9-s1, g1-s1, g4-s1, g3-s1, y6-s1, b0-s1, g6-s0->s1, b2-s3, b3-s1->s0, y0-s1->s2, b4-s3->s5, g9-s1, 
